lemma-2018_11_21-13_45_11	134451	12.605459213256836	lemma:0.000000	lemma-support:12669	lemma:0.000000	lemma-support:1022	lemma:0.000000	lemma-support:5243	lemma:0.000000	lemma-support:205	morph:0.225200	morph-support:12669	morph:0.109600	morph-support:1022	morph:0.188900	morph-support:8286	pos:0.184500	pos-support:12669	pos:0.249500	pos-support:1022	pos:0.164300	pos-support:6195
lemma-2018_11_21-14_26_33	141831	473.5883460044861	lemma:0.822000	lemma-support:12669	lemma:0.382600	lemma-support:1022	lemma:0.770200	lemma-support:5243	lemma:0.043900	lemma-support:205	morph:0.778400	morph-support:12669	morph:0.561600	morph-support:1022	morph:0.772600	morph-support:8286	pos:0.910100	pos-support:12669	pos:0.753400	pos-support:1022	pos:0.902700	pos-support:6195
